loan_amount,term,interest_rate,installment,grade,sub_grade,loan_status,loan_purpose,balance,paid_total,paid_principal,paid_interest,annual_income,debt_to_income,emp_length,homeownership,verified_income,state,delinq_2y,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,credit_utilization,dti_group,income_group,problem_loan,issue_month,risk_category,issue_date
6000,36,13.59,203.88,C,C2,Current,small_business,5304.78,1014.87,695.22,319.65,60000.0,18.36,2.0,RENT,Source Verified,TX,0,2,15,5,36564,20307,55.53823432884805,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
5000,36,7.97,156.62,A,A5,Current,debt_consolidation,4501.41,622.05,498.59,123.46,47000.0,18.92,10.0,RENT,Not Verified,TX,0,0,22,8,24823,11443,46.09837650566007,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
16000,60,9.93,339.41,B,B2,Current,debt_consolidation,14947.68,1688.22,1052.32,635.9,58000.0,14.66,2.0,RENT,Source Verified,FL,0,2,15,9,101890,43411,42.60575130042202,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
15600,36,6.08,475.15,A,A2,Current,debt_consolidation,13599.28,2370.48,2000.72,369.76,55000.0,29.58,10.0,MORTGAGE,Source Verified,AL,0,0,30,14,245213,27408,11.177221436057632,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,60,21.85,275.34,D,D5,Current,debt_consolidation,9715.1,838.16,284.9,553.26,31812.0,37.83,Unknown,RENT,Not Verified,WY,0,0,16,8,58700,38487,65.5655877342419,30-40,Low,0,Feb-2018,No Current Problem,2018-02-01
10000,36,10.42,324.65,B,B3,Current,moving,9036.27,1287.02,963.73,323.29,95000.0,13.49,5.0,RENT,Source Verified,CA,1,2,18,9,66559,47029,70.65761204345017,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
30000,36,17.47,1076.62,D,D1,Current,debt_consolidation,28052.31,3200.74,1947.69,1253.05,65000.0,29.36,0.0,MORTGAGE,Source Verified,PA,7,0,14,12,86480,66933,77.39708603145236,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,36,10.9,980.75,B,B4,Current,debt_consolidation,28577.07,1925.17,1422.93,502.24,250000.0,1.12,4.0,RENT,Source Verified,CA,0,0,12,9,27800,5459,19.636690647482013,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
16000,36,6.08,487.34,A,A2,Current,credit_card,13947.94,2425.89,2052.06,373.83,55200.0,18.67,10.0,MORTGAGE,Not Verified,CO,0,0,25,12,206967,57403,27.735339450250525,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
20000,36,12.61,670.13,C,C1,Current,credit_card,18605.56,1982.37,1394.44,587.93,42000.0,25.23,10.0,RENT,Not Verified,NY,1,1,23,9,55732,29882,53.61731141893347,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
6275,36,23.87,245.76,E,E2,Current,debt_consolidation,5776.61,966.4,498.39,468.01,30784.0,27.56,Unknown,MORTGAGE,Verified,MO,0,2,20,7,130301,9913,7.607769702458154,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
15000,36,18.06,542.74,D,D2,Current,credit_card,13703.13,2246.21,1296.87,949.34,60000.0,26.88,4.0,OWN,Verified,FL,0,2,55,23,350266,76834,21.935900144461637,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
16000,60,13.59,368.9,C,C2,Current,debt_consolidation,15040.0,1832.42,960.0,872.42,120000.0,21.45,10.0,MORTGAGE,Source Verified,MO,0,0,34,10,179741,165182,91.90001168347789,20-30,Very High,0,Jan-2018,No Current Problem,2018-01-01
10000,36,16.02,351.67,C,C5,In Grace Period,debt_consolidation,9336.71,1032.76,663.29,369.47,63000.0,15.3,4.0,MORTGAGE,Source Verified,CA,0,3,22,11,33048,20366,61.62551440329218,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
25000,36,9.93,805.86,B,B2,Current,major_purchase,22574.16,3209.65,2425.84,783.81,155000.0,16.13,10.0,MORTGAGE,Verified,NY,0,2,33,12,294645,96202,32.65013830202447,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
12000,36,9.92,386.76,B,B2,Current,car,11130.17,1153.67,869.83,283.84,40000.0,2.91,1.0,RENT,Source Verified,MA,0,2,6,4,15800,2523,15.968354430379748,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
6000,36,7.35,186.23,A,A4,Current,credit_card,5243.39,928.7,756.61,172.09,42500.0,18.55,3.0,RENT,Not Verified,TN,0,1,7,6,41886,27474,65.59232201690303,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
12000,36,10.91,392.36,B,B4,Current,debt_consolidation,10851.41,1562.17,1148.59,413.58,230000.0,9.19,10.0,OWN,Source Verified,NJ,0,2,20,8,441037,53298,12.084700376612394,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
10000,60,13.59,230.57,C,C2,Current,house,9522.69,903.4,477.31,426.09,75000.0,8.46,4.0,MORTGAGE,Source Verified,LA,0,1,24,18,293947,164954,56.11691903642494,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,36,14.07,684.24,C,C3,Current,debt_consolidation,18634.9,2037.09,1365.1,671.99,24000.0,9.8,0.0,MORTGAGE,Source Verified,OH,0,0,7,6,15100,5929,39.264900662251655,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
8500,36,7.34,263.78,A,A4,Current,credit_card,7860.74,787.87,639.26,148.61,110000.0,11.62,1.0,RENT,Not Verified,MA,3,6,15,6,50939,19887,39.04081352205579,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
36000,60,15.05,857.39,C,C4,Current,home_improvement,34345.64,3399.46,1654.36,1745.1,172000.0,24.31,10.0,OWN,Verified,WV,0,1,32,17,764559,110739,14.484035895202332,20-30,Very High,0,Feb-2018,No Current Problem,2018-02-01
40000,36,6.72,1229.97,A,A3,Current,debt_consolidation,35942.19,4890.01,4057.81,832.2,145000.0,14.66,10.0,RENT,Verified,GA,0,0,29,11,206996,61746,29.82956192390191,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
9000,36,16.01,316.46,C,C5,Current,debt_consolidation,8402.95,941.38,597.05,344.33,85000.0,22.73,4.0,MORTGAGE,Source Verified,CA,0,1,16,9,428429,69424,16.20431856853761,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
7200,36,7.34,223.44,A,A4,Current,debt_consolidation,6840.1,443.94,359.9,84.04,42000.0,9.91,10.0,RENT,Not Verified,PA,0,0,21,10,50600,11048,21.83399209486166,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
6100,36,23.88,238.94,E,E2,Current,debt_consolidation,5615.58,939.57,484.42,455.15,36000.0,29.47,3.0,RENT,Not Verified,WI,0,4,11,5,46680,44111,94.49657240788346,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
2250,36,15.05,78.06,C,C4,Current,other,1927.12,453.42,322.88,130.54,17000.0,27.68,Unknown,OWN,Not Verified,TX,0,1,17,12,96126,62706,65.23313151488671,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
10000,36,6.72,307.5,A,A3,Current,debt_consolidation,8985.52,1226.27,1014.48,211.79,37000.0,4.25,10.0,OWN,Not Verified,IN,0,0,12,7,19900,4154,20.87437185929648,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
25000,36,21.45,947.67,D,D5,Current,debt_consolidation,22942.47,3731.1,2057.53,1673.57,45000.0,16.97,1.0,OWN,Source Verified,CA,0,3,11,8,56393,20877,37.020552196194565,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
16000,60,25.82,477.35,E,E4,Fully Paid,debt_consolidation,0.0,16047.9689333335,16000.0,47.97,40000.0,19.44,10.0,MORTGAGE,Verified,OH,0,1,26,13,38688,17445,45.09150124069479,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
32000,60,14.08,745.92,C,C3,Current,credit_card,29785.98,4165.75,2214.02,1951.73,182000.0,6.06,2.0,RENT,Not Verified,CA,1,2,27,9,56000,34611,61.80535714285714,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
12000,36,15.05,416.28,C,C4,Fully Paid,credit_card,0.0,12006.5250000002,12000.0,6.53,51000.0,17.25,3.0,RENT,Verified,CA,0,1,12,8,52441,38608,73.6217844816079,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,9.44,320.05,B,B1,Current,debt_consolidation,9023.01,1274.96,976.99,297.97,45000.0,23.33,10.0,RENT,Not Verified,MI,0,0,38,19,85062,27762,32.637370388657686,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
2200,36,17.09,78.54,D,D1,Current,debt_consolidation,2007.09,304.76,192.91,111.85,31200.0,33.19,2.0,MORTGAGE,Verified,NY,0,2,18,9,40580,30433,74.99507146377525,30-40,Low,0,Feb-2018,No Current Problem,2018-02-01
4800,36,16.01,168.78,C,C5,Current,credit_card,4481.56,512.75,318.44,194.31,27278.0,19.93,1.0,RENT,Not Verified,IL,0,1,13,9,33085,21669,65.49493728275654,10-20,Low,0,Mar-2018,No Current Problem,2018-03-01
35000,60,10.9,759.25,B,B4,Current,home_improvement,33663.94,2235.36,1336.06,899.3,75000.0,15.31,10.0,MORTGAGE,Source Verified,GA,0,2,32,23,88855,28400,31.962185583253618,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
35000,36,12.62,1172.9,C,C1,Current,credit_card,30890.38,5839.96,4109.62,1730.34,100000.0,22.88,5.0,RENT,Not Verified,KS,0,2,19,9,96081,49906,51.9415909493032,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
10000,60,21.45,273.08,D,D5,Current,other,9612.44,1080.4,387.56,692.84,42000.0,14.4,Unknown,OWN,Verified,NY,0,2,5,3,18785,15755,83.87010912962471,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
2400,36,10.41,77.91,B,B3,Current,major_purchase,2227.24,230.95,172.76,58.19,66000.0,6.11,10.0,MORTGAGE,Source Verified,NY,0,3,6,4,246436,13900,5.640409680403837,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
19600,36,5.32,590.25,A,A1,Current,credit_card,17060.8,2945.46,2539.2,406.26,89000.0,18.65,2.0,RENT,Not Verified,OH,0,0,20,10,114770,52475,45.72187853968807,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
26000,60,21.85,715.88,D,D5,Current,debt_consolidation,25259.29,2084.52,740.71,1343.81,50000.0,27.08,3.0,MORTGAGE,Verified,MA,0,2,20,11,288973,46068,15.9419738176231,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
12000,60,18.06,305.12,D,D2,Current,home_improvement,11358.38,1495.5,641.62,853.88,99000.0,11.73,6.0,MORTGAGE,Not Verified,MD,0,3,22,12,53203,27819,52.28840478920361,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
13000,36,5.32,391.5,A,A1,Current,medical,11655.63,1562.16,1344.37,217.79,150000.0,7.82,0.0,RENT,Source Verified,AR,0,2,62,22,381481,93341,24.46806000823108,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
11750,60,17.09,292.59,D,D1,Current,house,11238.19,1175.76,511.81,663.95,57000.0,18.88,3.0,RENT,Source Verified,NY,0,3,35,22,97124,68759,70.79506610106667,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
30000,60,9.93,636.38,B,B2,Current,debt_consolidation,28825.95,1974.27,1174.05,800.22,99000.0,20.78,10.0,MORTGAGE,Source Verified,NY,0,1,28,13,415771,57617,13.857868874933557,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
7000,36,6.08,213.21,A,A2,Current,credit_card,6283.6,850.48,716.4,134.08,44000.0,19.42,6.0,RENT,Source Verified,MS,0,1,12,6,63963,39654,61.99521598424089,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,60,17.09,498.02,D,D1,Current,debt_consolidation,19128.86,1944.61,871.14,1073.47,0.0,17.57,Unknown,RENT,Not Verified,AZ,2,10,15,9,43354,34997,80.72380864510772,10-20,,0,Feb-2018,No Current Problem,2018-02-01
35000,36,16.01,1230.67,C,C5,Current,other,32678.16,3629.75,2321.84,1307.91,97000.0,0.33,4.0,RENT,Not Verified,VA,0,2,11,6,25854,11195,43.30084319641062,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
10000,60,13.59,230.57,C,C2,Current,credit_card,9522.69,914.73,477.31,437.42,30000.0,8.56,10.0,MORTGAGE,Not Verified,IL,0,0,8,3,22300,10709,48.02242152466368,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
20000,36,9.92,644.6,B,B2,Current,other,18550.28,1922.78,1449.72,473.06,50000.0,14.16,Unknown,OWN,Source Verified,TN,0,2,13,5,55089,29320,53.222966472435516,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
40000,60,15.04,952.44,C,C4,Current,small_business,38629.65,2823.9,1370.35,1453.55,115000.0,12.89,5.0,MORTGAGE,Source Verified,CA,0,2,32,12,527790,88149,16.70152901722276,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
12000,36,6.71,368.94,A,A3,Current,credit_card,11089.41,1102.35,910.59,191.76,80000.0,9.92,2.0,MORTGAGE,Not Verified,IL,0,3,29,11,322553,20241,6.275247788735494,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
16000,36,17.47,574.2,D,D1,Current,debt_consolidation,14961.22,1753.66,1038.78,714.88,15000.0,7.2,0.0,RENT,Source Verified,OR,0,0,4,4,13800,13570,98.33333333333333,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
10000,36,11.99,332.1,B,B5,Current,debt_consolidation,8815.65,1703.8,1184.35,519.45,60000.0,27.06,7.0,MORTGAGE,Source Verified,FL,0,2,23,13,94036,44347,47.15959845165681,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,36,13.59,339.79,C,C2,Current,credit_card,9078.33,1351.61,921.67,429.94,50000.0,13.3,0.0,RENT,Source Verified,CA,4,1,21,13,31300,15584,49.7891373801917,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
15000,36,7.35,465.57,A,A4,Current,debt_consolidation,12832.7,2593.88,2167.3,426.58,91000.0,24.99,9.0,MORTGAGE,Not Verified,IN,0,9,44,23,307277,105205,34.23783752119423,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
24000,60,10.42,514.91,B,B3,Current,major_purchase,22440.6,2539.82,1559.4,980.42,75000.0,0.54,10.0,MORTGAGE,Source Verified,MN,0,4,17,7,253569,42,0.01656353891840091,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
40000,36,7.97,1252.91,A,A5,Current,debt_consolidation,36011.51,4976.22,3988.49,987.73,182000.0,16.72,10.0,MORTGAGE,Source Verified,CA,0,0,14,7,604303,78003,12.90792863844793,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
25000,60,9.92,530.2,B,B2,Current,debt_consolidation,24350.26,1046.62,649.74,396.88,65000.0,10.62,Unknown,MORTGAGE,Not Verified,TX,0,1,28,13,168410,25122,14.917166439047563,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
32175,36,12.61,1078.07,C,C1,Current,debt_consolidation,29931.7,3189.13,2243.3,945.83,121500.0,39.34,4.0,MORTGAGE,Verified,NC,0,0,15,13,249000,145985,58.6285140562249,30-40,Very High,0,Mar-2018,No Current Problem,2018-03-01
25000,60,9.93,530.32,B,B2,Current,debt_consolidation,23355.79,2624.02,1644.21,979.81,170000.0,14.23,4.0,MORTGAGE,Not Verified,MS,0,1,36,16,296303,95665,32.286207024566075,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
24000,60,14.07,559.31,C,C3,Current,debt_consolidation,23156.46,1640.41,843.54,796.87,70000.0,21.79,2.0,RENT,Not Verified,NY,0,1,17,8,216901,32432,14.952443741614838,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
15000,60,14.08,349.65,C,C3,Current,credit_card,14293.08,1386.87,706.92,679.95,60000.0,5.96,5.0,OWN,Source Verified,TX,0,0,12,5,13217,9799,74.13936596807143,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
36000,60,12.62,812.13,C,C1,Current,other,33786.28,4035.41,2213.72,1821.69,100000.0,22.49,1.0,MORTGAGE,Source Verified,NY,0,2,39,12,220075,98692,44.84471202998977,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
20000,60,16.02,486.58,C,C5,Current,debt_consolidation,18872.39,2388.4,1127.61,1260.79,68000.0,17.28,10.0,RENT,Source Verified,OR,0,3,38,31,205036,37791,18.431397413137205,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
30000,60,14.07,699.14,C,C3,Current,debt_consolidation,28945.56,2073.97,1054.44,1019.53,65000.0,29.38,10.0,MORTGAGE,Not Verified,TX,0,7,26,15,287820,72529,25.1994301994302,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
11000,36,18.06,398.01,D,D2,Current,debt_consolidation,1660.07,9814.99,9339.93,475.06,42500.0,24.57,0.0,MORTGAGE,Source Verified,NY,0,2,21,7,123232,57581,46.725688132952484,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
15000,60,14.08,349.65,C,C3,Current,credit_card,14111.13,1736.52,888.87,847.65,52000.0,21.3,2.0,RENT,Not Verified,CA,0,1,19,9,73249,34442,47.02043713907357,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
13500,60,16.02,328.44,C,C5,Current,credit_card,12895.16,1289.73,604.84,684.89,68250.0,8.63,2.0,RENT,Source Verified,GA,0,0,39,14,98559,90416,91.73794376972168,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,60,11.99,222.4,B,B5,Current,debt_consolidation,9375.22,1105.34,624.78,480.56,55000.0,8.66,3.0,MORTGAGE,Source Verified,AL,0,0,8,6,122838,16537,13.462446474218076,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
25000,36,6.72,768.74,A,A3,Fully Paid,credit_card,0.0,25477.714194151,25000.0,477.71,85000.0,26.49,10.0,OWN,Not Verified,FL,0,0,28,20,117100,53291,45.508966695132365,20-30,High,0,Feb-2018,No Current Problem,2018-02-01
25000,60,19.03,648.93,D,D3,Fully Paid,debt_consolidation,0.0,26813.835028791,25000.0,1813.84,318000.0,8.37,10.0,MORTGAGE,Source Verified,MI,0,9,8,7,125809,90942,72.28576651908845,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
28000,36,6.71,860.86,A,A3,Current,debt_consolidation,25875.28,2572.14,2124.72,447.42,95000.0,11.33,7.0,OWN,Source Verified,CO,0,0,9,7,77389,46601,60.21656824613317,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
10000,36,6.07,304.54,A,A2,Current,credit_card,9234.27,920.37,765.73,154.64,71000.0,15.48,2.0,RENT,Not Verified,SC,0,0,19,10,71270,39261,55.087694682194474,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
10000,36,7.35,310.38,A,A4,Current,other,8488.64,1824.43,1511.36,313.07,41200.0,16.95,3.0,MORTGAGE,Source Verified,NC,0,0,20,9,191066,47940,25.090806318235582,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,36,13.59,339.79,C,C2,Current,debt_consolidation,9078.33,1351.61,921.67,429.94,44088.0,27.93,Unknown,RENT,Not Verified,NC,0,1,32,18,71174,37694,52.96035068985866,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
2500,36,13.59,84.95,C,C2,Current,debt_consolidation,2210.33,420.03,289.67,130.36,15000.0,5.87,0.0,RENT,Source Verified,WA,0,1,23,7,28874,2114,7.321465678465056,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
6500,36,5.31,195.72,A,A1,Current,other,5996.91,592.91,503.09,89.82,95000.0,12.42,0.0,OWN,Not Verified,LA,0,0,20,5,390874,37792,9.668588854720447,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
10000,36,7.97,313.23,A,A5,Fully Paid,debt_consolidation,0.0,10220.624445269,10000.0,220.62,88000.0,13.04,9.0,RENT,Source Verified,NE,0,2,41,11,39353,24021,61.03981907351409,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
14500,36,7.35,450.05,A,A4,Current,debt_consolidation,12671.55,2238.41,1828.45,409.96,65000.0,40.15,10.0,MORTGAGE,Source Verified,CO,0,3,29,17,459836,117216,25.490827164467333,40+,Medium,0,Jan-2018,No Current Problem,2018-01-01
40000,36,11.99,1328.39,B,B5,Current,house,35262.66,6761.85,4737.34,2024.51,80000.0,11.88,6.0,RENT,Verified,CA,0,2,11,9,27100,14056,51.86715867158671,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
16000,36,16.02,562.68,C,C5,Current,other,14575.47,2236.48,1424.53,811.95,45000.0,25.41,5.0,RENT,Not Verified,FL,0,3,20,14,72097,33160,45.99359196637863,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
14000,36,9.93,451.29,B,B2,Current,debt_consolidation,12610.69,1869.63,1389.31,435.2,150000.0,9.33,10.0,RENT,Source Verified,CA,0,0,13,5,55420,38733,69.88993143269578,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
10000,36,19.42,368.69,D,D3,Fully Paid,debt_consolidation,0.0,10447.7809816452,10000.0,447.78,69000.0,27.74,1.0,RENT,Not Verified,FL,0,5,23,16,95775,48638,50.783607413208046,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
2400,36,7.96,75.17,A,A5,Current,debt_consolidation,2221.07,223.39,178.93,44.46,35000.0,23.01,10.0,MORTGAGE,Not Verified,KY,0,0,33,16,185161,86272,46.592965041234386,20-30,Low,0,Mar-2018,No Current Problem,2018-03-01
17000,36,13.59,577.65,C,C2,Current,debt_consolidation,15030.26,2875.41,1969.74,905.67,39000.0,10.83,3.0,MORTGAGE,Source Verified,CA,0,0,13,4,406749,12329,3.031107636404761,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
24000,36,12.61,804.16,C,C1,Current,credit_card,22326.66,2426.96,1673.34,753.62,90000.0,39.63,8.0,OWN,Verified,AR,0,7,18,10,168002,136103,81.01272603897573,30-40,High,0,Mar-2018,No Current Problem,2018-03-01
20000,36,19.03,733.43,D,D3,Current,other,18294.92,2912.58,1705.08,1207.5,82000.0,18.09,Unknown,MORTGAGE,Verified,NJ,1,5,28,16,366648,38119,10.396620191573389,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
30000,36,16.01,1054.86,C,C5,Current,credit_card,28009.85,3137.9,1990.15,1147.75,82000.0,7.08,10.0,RENT,Source Verified,TX,0,6,16,14,32200,10401,32.30124223602485,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
3600,36,6.72,110.7,A,A3,Current,other,3142.2,552.16,457.8,94.36,27000.0,2.54,0.0,OWN,Not Verified,CA,0,0,5,3,15600,1364,8.743589743589745,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
20000,36,6.07,609.08,A,A2,Current,home_improvement,18468.54,1800.27,1531.46,268.81,92000.0,25.33,3.0,MORTGAGE,Not Verified,TX,0,1,33,8,260226,51302,19.714402096639073,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
8000,36,15.05,277.52,C,C4,Current,debt_consolidation,7091.56,1380.91,908.44,472.47,45000.0,23.92,6.0,MORTGAGE,Source Verified,NJ,2,0,18,12,360202,82200,22.82052848124108,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
16000,36,6.07,487.26,A,A2,Current,credit_card,14774.84,1450.99,1225.16,225.83,40000.0,29.72,1.0,RENT,Source Verified,CA,0,0,20,10,57628,34805,60.39598806135906,20-30,Low,0,Mar-2018,No Current Problem,2018-03-01
24000,36,13.58,815.38,C,C2,Current,debt_consolidation,22350.13,2428.03,1649.87,778.16,170000.0,22.66,1.0,MORTGAGE,Verified,NC,0,2,31,22,349067,101835,29.1734824546577,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
2000,36,10.42,64.93,B,B3,Current,credit_card,1807.25,258.56,192.75,65.81,30000.0,5.68,5.0,RENT,Source Verified,CA,0,1,13,4,11000,3775,34.31818181818182,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
2000,36,11.98,66.41,B,B5,Current,other,1859.35,196.57,140.65,55.92,52500.0,9.73,3.0,RENT,Source Verified,NY,1,0,8,7,79622,71415,89.69254728592601,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
6500,36,9.43,208.01,B,B1,Current,vacation,6025.5,617.22,474.5,142.72,25000.0,2.78,8.0,RENT,Source Verified,CA,1,0,23,9,41300,2461,5.958837772397095,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
8000,36,16.02,281.34,C,C5,Current,debt_consolidation,7287.73,1107.56,712.27,395.29,70000.0,39.07,6.0,RENT,Not Verified,SC,0,3,33,27,109647,75898,69.2203161053198,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
7000,36,18.06,253.28,D,D2,Current,debt_consolidation,6394.79,1006.1,605.21,400.89,16000.0,25.43,Unknown,RENT,Verified,AL,0,0,7,7,19345,8243,42.61049366761437,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
25000,60,12.61,563.85,C,C1,Current,credit_card,24087.05,1674.04,912.95,761.09,125000.0,2.47,2.0,RENT,Source Verified,VA,0,1,11,6,88500,11361,12.83728813559322,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
